1.00,1.00,1.00,0.00,66.00,61.00,28.00,0.00,0.00,3.00,5.00,1.00,27.00,46.00,21.00,2.00,3.00,0.00,11.00,17.00,21.00,103.00,33.00,6.00,25.00,7.00,1.00,18.00,19.00,73.00,13.00,16.00,8.00,3.00,0.00,6.00,37.00,8.00,5.00,7.00,1.00,1.00,4.00,31.00,56.00,71.00,7.00,9.00,4.00,1.00,0.00,33.00,56.00,47.00,2.00,8.00,1.00,0.00,10.00,8.00,31.00,74.00,24.00,21.00,1
4.00,5.00,10.00,16.00,26.00,72.00,28.00,0.00,1.00,2.00,17.00,57.00,50.00,46.00,23.00,9.00,4.00,1.00,5.00,76.00,48.00,99.00,8.00,4.00,10.00,4.00,12.00,17.00,16.00,46.00,18.00,14.00,0.00,0.00,1.00,5.00,21.00,65.00,38.00,1.00,3.00,4.00,3.00,11.00,43.00,15.00,29.00,12.00,11.00,0.00,7.00,73.00,34.00,15.00,16.00,7.00,4.00,5.00,6.00,12.00,41.00,17.00,47.00,4.00,1
1.00,1.00,4.00,106.00,16.00,28.00,29.00,1.00,6.00,3.00,15.00,14.00,37.00,101.00,16.00,9.00,14.00,2.00,2.00,50.00,2.00,86.00,13.00,6.00,4.00,1.00,6.00,9.00,11.00,74.00,49.00,35.00,1.00,0.00,5.00,11.00,70.00,19.00,6.00,16.00,1.00,0.00,0.00,7.00,64.00,109.00,42.00,50.00,17.00,2.00,1.00,15.00,65.00,22.00,9.00,1.00,11.00,1.00,3.00,57.00,32.00,107.00,32.00,18.00,1
12.00,3.00,11.00,52.00,124.00,50.00,85.00,3.00,0.00,1.00,8.00,46.00,28.00,64.00,7.00,2.00,5.00,2.00,0.00,22.00,13.00,23.00,36.00,8.00,6.00,1.00,7.00,78.00,17.00,40.00,5.00,15.00,18.00,2.00,16.00,73.00,7.00,23.00,54.00,2.00,24.00,2.00,11.00,86.00,126.00,50.00,43.00,26.00,1.00,1.00,4.00,30.00,88.00,19.00,13.00,19.00,28.00,1.00,1.00,26.00,25.00,14.00,13.00,21.00,1
1.00,1.00,11.00,77.00,7.00,33.00,20.00,29.00,16.00,4.00,18.00,82.00,30.00,105.00,8.00,14.00,15.00,0.00,5.00,33.00,95.00,105.00,37.00,0.00,2.00,4.00,4.00,39.00,37.00,20.00,15.00,14.00,0.00,5.00,6.00,77.00,43.00,62.00,5.00,4.00,3.00,0.00,9.00,10.00,63.00,9.00,35.00,36.00,9.00,6.00,1.00,17.00,8.00,86.00,17.00,36.00,5.00,2.00,4.00,49.00,45.00,57.00,1.00,44.00,1
15.00,4.00,1.00,51.00,101.00,109.00,25.00,15.00,10.00,3.00,5.00,57.00,6.00,62.00,33.00,11.00,1.00,3.00,7.00,36.00,74.00,14.00,3.00,3.00,34.00,5.00,0.00,72.00,69.00,98.00,9.00,50.00,19.00,0.00,10.00,40.00,65.00,48.00,15.00,3.00,7.00,2.00,2.00,1.00,17.00,32.00,34.00,2.00,5.00,4.00,4.00,3.00,20.00,65.00,30.00,59.00,1.00,2.00,3.00,49.00,42.00,88.00,31.00,1.00,1
31.00,3.00,8.00,109.00,66.00,44.00,5.00,9.00,1.00,4.00,5.00,122.00,44.00,15.00,53.00,35.00,11.00,1.00,8.00,42.00,76.00,127.00,46.00,24.00,9.00,9.00,1.00,10.00,91.00,126.00,40.00,5.00,3.00,5.00,8.00,45.00,16.00,5.00,41.00,30.00,28.00,2.00,6.00,46.00,37.00,61.00,28.00,5.00,9.00,7.00,26.00,97.00,25.00,68.00,49.00,29.00,34.00,0.00,1.00,78.00,73.00,29.00,7.00,1.00,1
15.00,4.00,14.00,8.00,67.00,26.00,24.00,16.00,9.00,6.00,4.00,58.00,39.00,101.00,2.00,9.00,1.00,1.00,15.00,59.00,30.00,38.00,22.00,21.00,3.00,6.00,8.00,7.00,46.00,10.00,4.00,10.00,23.00,10.00,4.00,68.00,28.00,43.00,27.00,7.00,6.00,3.00,4.00,60.00,96.00,50.00,0.00,14.00,8.00,0.00,0.00,26.00,15.00,89.00,16.00,13.00,16.00,7.00,8.00,19.00,36.00,40.00,40.00,16.00,1
4.00,1.00,1.00,6.00,75.00,90.00,33.00,14.00,12.00,5.00,5.00,13.00,39.00,85.00,23.00,25.00,23.00,1.00,0.00,38.00,31.00,59.00,6.00,42.00,9.00,0.00,7.00,73.00,45.00,65.00,6.00,11.00,3.00,5.00,9.00,70.00,28.00,81.00,1.00,5.00,16.00,4.00,7.00,107.00,16.00,69.00,3.00,16.00,8.00,3.00,1.00,88.00,43.00,40.00,5.00,4.00,3.00,4.00,6.00,20.00,11.00,15.00,14.00,0.00,1
9.00,1.00,8.00,2.00,67.00,59.00,12.00,11.00,14.00,5.00,10.00,6.00,18.00,105.00,26.00,37.00,7.00,3.00,7.00,46.00,14.00,53.00,8.00,12.00,11.00,3.00,0.00,19.00,10.00,53.00,20.00,15.00,4.00,0.00,6.00,58.00,5.00,82.00,32.00,6.00,5.00,5.00,0.00,54.00,30.00,25.00,16.00,10.00,1.00,6.00,1.00,9.00,15.00,50.00,21.00,1.00,10.00,1.00,4.00,44.00,97.00,62.00,3.00,26.00,1
16.00,2.00,0.00,106.00,54.00,22.00,23.00,24.00,8.00,1.00,0.00,1.00,23.00,17.00,10.00,23.00,4.00,1.00,1.00,0.00,25.00,18.00,18.00,8.00,2.00,2.00,4.00,22.00,16.00,7.00,2.00,26.00,3.00,0.00,3.00,46.00,60.00,29.00,4.00,6.00,3.00,0.00,4.00,104.00,7.00,48.00,6.00,0.00,6.00,7.00,8.00,58.00,46.00,79.00,14.00,5.00,14.00,10.00,1.00,13.00,14.00,31.00,11.00,13.00,1
1.00,2.00,1.00,53.00,53.00,26.00,17.00,6.00,2.00,1.00,1.00,12.00,14.00,26.00,8.00,3.00,2.00,2.00,0.00,14.00,44.00,75.00,1.00,4.00,4.00,4.00,5.00,56.00,71.00,35.00,42.00,21.00,4.00,2.00,9.00,25.00,86.00,72.00,41.00,10.00,9.00,1.00,3.00,7.00,17.00,15.00,2.00,31.00,11.00,3.00,1.00,25.00,33.00,12.00,3.00,1.00,4.00,1.00,1.00,15.00,5.00,10.00,12.00,3.00,1
7.00,0.00,1.00,30.00,10.00,66.00,7.00,3.00,2.00,2.00,2.00,12.00,4.00,1.00,16.00,11.00,1.00,0.00,3.00,4.00,30.00,39.00,16.00,4.00,11.00,0.00,3.00,1.00,64.00,30.00,1.00,29.00,10.00,1.00,2.00,29.00,31.00,59.00,14.00,15.00,3.00,0.00,2.00,49.00,19.00,83.00,29.00,8.00,2.00,1.00,0.00,8.00,45.00,111.00,28.00,0.00,7.00,2.00,0.00,63.00,11.00,23.00,0.00,12.00,1
11.00,2.00,1.00,59.00,65.00,84.00,20.00,5.00,1.00,1.00,3.00,14.00,6.00,64.00,35.00,5.00,8.00,0.00,6.00,49.00,35.00,16.00,15.00,12.00,3.00,0.00,1.00,69.00,44.00,9.00,20.00,20.00,0.00,2.00,4.00,13.00,28.00,10.00,15.00,14.00,2.00,2.00,7.00,67.00,7.00,86.00,43.00,31.00,3.00,3.00,1.00,65.00,26.00,43.00,22.00,16.00,21.00,1.00,5.00,19.00,35.00,28.00,6.00,25.00,1
1.00,1.00,2.00,12.00,0.00,7.00,3.00,6.00,7.00,1.00,0.00,37.00,36.00,32.00,21.00,16.00,0.00,0.00,6.00,44.00,27.00,49.00,23.00,3.00,7.00,0.00,7.00,44.00,30.00,93.00,44.00,14.00,4.00,0.00,1.00,1.00,17.00,28.00,15.00,10.00,4.00,0.00,5.00,18.00,83.00,70.00,29.00,6.00,0.00,1.00,2.00,13.00,23.00,15.00,10.00,8.00,0.00,1.00,1.00,26.00,2.00,32.00,7.00,12.00,1
