2.00,2.00,0.00,5.00,7.00,18.00,10.00,24.00,8.00,8.00,0.00,1.00,41.00,34.00,0.00,46.00,12.00,3.00,3.00,1.00,5.00,43.00,0.00,27.00,14.00,9.00,12.00,18.00,79.00,1.00,17.00,14.00,12.00,5.00,6.00,28.00,81.00,22.00,15.00,9.00,8.00,0.00,4.00,3.00,54.00,37.00,3.00,1.00,1.00,3.00,4.00,19.00,51.00,53.00,25.00,6.00,17.00,6.00,2.00,10.00,24.00,36.00,19.00,14.00,2
23.00,13.00,1.00,10.00,11.00,66.00,53.00,34.00,3.00,9.00,1.00,3.00,7.00,4.00,4.00,5.00,22.00,1.00,5.00,10.00,2.00,12.00,7.00,3.00,26.00,1.00,2.00,21.00,62.00,3.00,20.00,21.00,11.00,2.00,1.00,7.00,16.00,0.00,6.00,33.00,13.00,1.00,3.00,6.00,65.00,39.00,22.00,36.00,22.00,16.00,10.00,3.00,84.00,5.00,9.00,24.00,39.00,19.00,1.00,0.00,50.00,0.00,0.00,23.00,2
20.00,9.00,15.00,29.00,123.00,19.00,11.00,25.00,33.00,6.00,6.00,22.00,100.00,5.00,8.00,21.00,22.00,8.00,16.00,35.00,40.00,38.00,13.00,4.00,35.00,5.00,8.00,18.00,37.00,24.00,36.00,17.00,62.00,6.00,12.00,4.00,1.00,68.00,12.00,16.00,18.00,4.00,8.00,13.00,50.00,26.00,14.00,39.00,1.00,7.00,5.00,2.00,53.00,52.00,18.00,30.00,10.00,11.00,11.00,3.00,39.00,15.00,30.00,93.00,2
8.00,3.00,0.00,1.00,26.00,37.00,39.00,34.00,3.00,6.00,4.00,1.00,5.00,0.00,8.00,52.00,30.00,7.00,1.00,1.00,49.00,4.00,17.00,21.00,17.00,5.00,18.00,17.00,15.00,1.00,11.00,27.00,21.00,4.00,1.00,1.00,18.00,11.00,12.00,75.00,37.00,7.00,0.00,13.00,5.00,27.00,1.00,71.00,8.00,1.00,2.00,6.00,59.00,4.00,26.00,18.00,22.00,19.00,15.00,17.00,23.00,6.00,2.00,33.00,2
8.00,10.00,8.00,6.00,57.00,15.00,51.00,6.00,19.00,8.00,2.00,1.00,19.00,38.00,25.00,14.00,11.00,10.00,2.00,1.00,1.00,13.00,5.00,52.00,22.00,22.00,10.00,2.00,74.00,24.00,2.00,87.00,33.00,6.00,1.00,0.00,30.00,48.00,17.00,26.00,27.00,3.00,1.00,13.00,24.00,8.00,34.00,40.00,7.00,3.00,1.00,4.00,10.00,10.00,12.00,6.00,3.00,0.00,5.00,13.00,34.00,58.00,67.00,9.00,2
2.00,2.00,2.00,5.00,14.00,4.00,7.00,3.00,1.00,6.00,1.00,4.00,16.00,9.00,2.00,16.00,23.00,4.00,0.00,4.00,8.00,52.00,7.00,3.00,12.00,4.00,7.00,0.00,37.00,58.00,6.00,9.00,15.00,2.00,1.00,5.00,23.00,0.00,21.00,63.00,18.00,29.00,5.00,6.00,45.00,1.00,12.00,48.00,10.00,29.00,11.00,4.00,36.00,19.00,3.00,56.00,10.00,28.00,1.00,3.00,3.00,20.00,2.00,47.00,2
9.00,23.00,6.00,7.00,21.00,43.00,10.00,45.00,11.00,1.00,3.00,2.00,3.00,27.00,11.00,17.00,20.00,1.00,5.00,5.00,47.00,11.00,17.00,17.00,3.00,6.00,5.00,11.00,32.00,25.00,18.00,48.00,15.00,23.00,12.00,12.00,32.00,16.00,10.00,58.00,41.00,13.00,13.00,13.00,1.00,13.00,45.00,50.00,11.00,11.00,5.00,7.00,37.00,12.00,3.00,4.00,3.00,3.00,1.00,3.00,11.00,4.00,17.00,35.00,2
25.00,7.00,0.00,0.00,7.00,15.00,12.00,16.00,5.00,18.00,0.00,1.00,17.00,51.00,17.00,21.00,4.00,1.00,3.00,4.00,3.00,22.00,6.00,5.00,22.00,13.00,1.00,1.00,54.00,8.00,1.00,2.00,23.00,11.00,12.00,5.00,7.00,13.00,13.00,5.00,33.00,15.00,1.00,3.00,49.00,33.00,18.00,47.00,42.00,14.00,10.00,10.00,29.00,11.00,28.00,64.00,3.00,9.00,1.00,7.00,15.00,41.00,10.00,6.00,2
5.00,1.00,1.00,1.00,24.00,7.00,3.00,0.00,38.00,0.00,5.00,4.00,6.00,11.00,14.00,41.00,37.00,13.00,11.00,9.00,41.00,18.00,20.00,6.00,9.00,2.00,6.00,1.00,16.00,19.00,8.00,34.00,22.00,3.00,1.00,3.00,17.00,1.00,3.00,26.00,50.00,7.00,0.00,7.00,34.00,25.00,24.00,4.00,40.00,16.00,1.00,0.00,14.00,31.00,45.00,21.00,20.00,12.00,0.00,3.00,43.00,14.00,3.00,6.00,2
21.00,21.00,24.00,12.00,38.00,34.00,19.00,12.00,42.00,13.00,10.00,11.00,19.00,67.00,37.00,32.00,28.00,8.00,6.00,7.00,20.00,24.00,5.00,14.00,17.00,3.00,1.00,17.00,29.00,4.00,18.00,21.00,46.00,6.00,10.00,18.00,37.00,4.00,27.00,117.00,2.00,1.00,5.00,11.00,15.00,52.00,0.00,2.00,12.00,2.00,2.00,5.00,15.00,6.00,14.00,15.00,14.00,3.00,8.00,0.00,0.00,26.00,7.00,53.00,2
