19.00,2.00,0.00,11.00,19.00,15.00,9.00,24.00,8.00,8.00,1.00,1.00,1.00,17.00,11.00,5.00,1.00,2.00,4.00,40.00,32.00,75.00,25.00,7.00,7.00,1.00,12.00,59.00,2.00,2.00,27.00,0.00,7.00,19.00,4.00,15.00,4.00,6.00,8.00,27.00,2.00,21.00,1.00,6.00,9.00,44.00,18.00,44.00,15.00,1.00,5.00,18.00,14.00,3.00,5.00,35.00,29.00,0.00,1.00,22.00,17.00,35.00,29.00,98.00,5
86.00,0.00,3.00,22.00,14.00,40.00,2.00,64.00,23.00,1.00,5.00,28.00,39.00,62.00,15.00,16.00,13.00,1.00,4.00,5.00,17.00,14.00,0.00,24.00,16.00,1.00,3.00,8.00,25.00,66.00,20.00,54.00,41.00,3.00,0.00,9.00,37.00,81.00,7.00,38.00,53.00,0.00,1.00,10.00,34.00,43.00,1.00,44.00,3.00,4.00,1.00,13.00,23.00,21.00,21.00,4.00,10.00,6.00,4.00,10.00,37.00,42.00,10.00,0.00,5
14.00,6.00,0.00,31.00,61.00,5.00,4.00,41.00,34.00,0.00,5.00,21.00,39.00,7.00,18.00,30.00,5.00,2.00,4.00,24.00,8.00,3.00,19.00,15.00,27.00,11.00,16.00,12.00,18.00,78.00,26.00,15.00,6.00,10.00,5.00,4.00,17.00,34.00,2.00,24.00,7.00,19.00,5.00,3.00,8.00,25.00,2.00,30.00,11.00,14.00,1.00,7.00,6.00,14.00,2.00,20.00,30.00,1.00,10.00,33.00,39.00,21.00,9.00,60.00,5
42.00,1.00,1.00,5.00,27.00,17.00,30.00,22.00,28.00,4.00,5.00,13.00,11.00,24.00,8.00,1.00,9.00,1.00,2.00,19.00,4.00,59.00,11.00,7.00,76.00,1.00,0.00,3.00,1.00,34.00,1.00,65.00,0.00,3.00,0.00,8.00,27.00,28.00,0.00,50.00,54.00,9.00,1.00,3.00,2.00,7.00,14.00,10.00,5.00,6.00,4.00,10.00,9.00,21.00,11.00,1.00,34.00,8.00,1.00,11.00,0.00,36.00,2.00,10.00,5
30.00,0.00,17.00,1.00,30.00,11.00,1.00,12.00,13.00,7.00,4.00,0.00,20.00,1.00,1.00,19.00,2.00,0.00,5.00,15.00,24.00,82.00,11.00,11.00,42.00,11.00,5.00,7.00,8.00,89.00,20.00,29.00,22.00,6.00,6.00,0.00,20.00,81.00,2.00,1.00,18.00,2.00,5.00,3.00,1.00,53.00,14.00,5.00,35.00,1.00,5.00,3.00,11.00,44.00,1.00,17.00,25.00,13.00,5.00,9.00,15.00,30.00,1.00,15.00,5
36.00,2.00,3.00,0.00,2.00,57.00,3.00,31.00,39.00,20.00,19.00,11.00,2.00,61.00,13.00,25.00,66.00,15.00,7.00,0.00,11.00,62.00,17.00,12.00,49.00,9.00,1.00,0.00,14.00,33.00,13.00,14.00,26.00,0.00,6.00,1.00,16.00,13.00,7.00,4.00,24.00,0.00,0.00,7.00,14.00,12.00,3.00,46.00,15.00,11.00,15.00,4.00,8.00,26.00,6.00,27.00,24.00,6.00,6.00,1.00,19.00,20.00,2.00,7.00,5
10.00,3.00,1.00,0.00,6.00,17.00,1.00,11.00,33.00,2.00,7.00,16.00,7.00,4.00,10.00,5.00,1.00,11.00,8.00,23.00,26.00,50.00,5.00,7.00,29.00,10.00,9.00,43.00,34.00,59.00,16.00,36.00,1.00,1.00,1.00,8.00,35.00,47.00,19.00,56.00,61.00,0.00,3.00,1.00,12.00,21.00,7.00,8.00,26.00,0.00,8.00,6.00,3.00,2.00,0.00,14.00,28.00,3.00,6.00,10.00,13.00,15.00,2.00,9.00,5
44.00,2.00,2.00,0.00,48.00,22.00,8.00,11.00,8.00,0.00,0.00,4.00,6.00,6.00,4.00,15.00,38.00,2.00,2.00,10.00,9.00,4.00,12.00,16.00,39.00,13.00,4.00,15.00,20.00,59.00,1.00,27.00,32.00,24.00,2.00,10.00,1.00,7.00,3.00,12.00,45.00,17.00,3.00,11.00,18.00,19.00,5.00,28.00,38.00,0.00,1.00,13.00,24.00,6.00,10.00,15.00,17.00,13.00,1.00,8.00,53.00,21.00,14.00,7.00,5
10.00,1.00,4.00,0.00,16.00,19.00,1.00,8.00,22.00,19.00,23.00,11.00,12.00,50.00,22.00,17.00,50.00,15.00,19.00,17.00,11.00,66.00,31.00,49.00,13.00,4.00,1.00,8.00,1.00,7.00,3.00,16.00,9.00,3.00,3.00,6.00,4.00,7.00,1.00,1.00,27.00,1.00,0.00,4.00,11.00,0.00,0.00,6.00,22.00,8.00,14.00,17.00,1.00,24.00,16.00,33.00,76.00,19.00,10.00,13.00,6.00,4.00,0.00,38.00,5
7.00,4.00,10.00,13.00,1.00,28.00,17.00,2.00,9.00,25.00,10.00,1.00,71.00,3.00,18.00,27.00,3.00,15.00,1.00,11.00,45.00,36.00,6.00,1.00,0.00,11.00,0.00,13.00,65.00,18.00,1.00,10.00,10.00,8.00,3.00,9.00,39.00,45.00,6.00,12.00,21.00,6.00,1.00,7.00,18.00,33.00,11.00,72.00,1.00,4.00,1.00,1.00,11.00,50.00,14.00,10.00,1.00,18.00,0.00,0.00,9.00,1.00,8.00,10.00,5
2.00,2.00,0.00,7.00,42.00,12.00,14.00,2.00,28.00,28.00,2.00,1.00,11.00,11.00,12.00,21.00,9.00,2.00,6.00,21.00,21.00,19.00,4.00,27.00,8.00,0.00,0.00,3.00,88.00,44.00,13.00,20.00,6.00,10.00,8.00,10.00,8.00,110.00,55.00,18.00,5.00,9.00,4.00,22.00,14.00,55.00,11.00,19.00,14.00,12.00,12.00,3.00,7.00,21.00,0.00,52.00,21.00,5.00,6.00,31.00,38.00,0.00,6.00,34.00,5
5.00,2.00,1.00,8.00,13.00,56.00,53.00,84.00,28.00,6.00,7.00,19.00,3.00,69.00,38.00,13.00,13.00,17.00,3.00,14.00,61.00,24.00,6.00,1.00,15.00,1.00,4.00,1.00,27.00,54.00,2.00,37.00,10.00,1.00,0.00,33.00,33.00,56.00,12.00,7.00,8.00,4.00,6.00,16.00,102.00,58.00,26.00,7.00,18.00,2.00,10.00,39.00,37.00,49.00,30.00,3.00,14.00,14.00,0.00,12.00,31.00,7.00,22.00,50.00,5
51.00,8.00,7.00,5.00,66.00,11.00,3.00,10.00,31.00,6.00,11.00,12.00,42.00,15.00,4.00,48.00,25.00,40.00,0.00,9.00,63.00,93.00,22.00,39.00,54.00,17.00,6.00,11.00,97.00,33.00,10.00,16.00,37.00,11.00,10.00,17.00,70.00,68.00,20.00,18.00,38.00,23.00,2.00,4.00,7.00,7.00,25.00,35.00,22.00,7.00,2.00,12.00,58.00,13.00,11.00,24.00,60.00,10.00,8.00,2.00,64.00,42.00,32.00,24.00,5
34.00,1.00,1.00,4.00,23.00,51.00,22.00,17.00,21.00,7.00,6.00,2.00,8.00,6.00,10.00,33.00,13.00,4.00,3.00,13.00,10.00,48.00,20.00,33.00,13.00,22.00,3.00,14.00,45.00,1.00,12.00,2.00,20.00,2.00,27.00,6.00,12.00,8.00,4.00,26.00,28.00,3.00,1.00,2.00,12.00,13.00,7.00,66.00,13.00,0.00,5.00,12.00,26.00,34.00,51.00,10.00,37.00,1.00,1.00,0.00,87.00,17.00,4.00,22.00,5
