val_loss,val_accuracy,loss,accuracy
0.32176762729399166,0.8799303770065308,0.46231950988902293,0.7894431352615356
0.20261303468536057,0.9263340830802917,0.30377074044085434,0.8726798295974731
0.16218507412622257,0.9431554675102234,0.2320927222131853,0.9070475697517395
0.14496504968321794,0.9460557103157043,0.19703807341250357,0.9219837784767151
0.13222545485623752,0.9530162215232849,0.1830193472555093,0.9305394291877747
0.12479185722681874,0.9506960511207581,0.17112164793151438,0.9382250308990479
0.12404032877004617,0.9524362087249756,0.17768981675087991,0.934599757194519
0.1215268234331204,0.9524362087249756,0.1714611695063778,0.9399651885032654
0.11862189487798308,0.9530162215232849,0.16329316986538903,0.9405452609062195
0.12077830111707308,0.9501160383224487,0.16701687496423445,0.935904860496521
0.11797212588054122,0.9530162215232849,0.15335278263587823,0.9441705346107483
0.11929612066985698,0.9501160383224487,0.1540023823832691,0.9463456869125366
0.11664007866880456,0.9559164643287659,0.1564839845415196,0.9408352375030518
0.11761342840843991,0.9506960511207581,0.15266979198358313,0.9450405836105347
0.11326801355521944,0.953596293926239,0.15562879618283215,0.9453306198120117
0.11560776546433257,0.9588167071342468,0.1454043093887255,0.9482308626174927
0.11455602958374883,0.9553364515304565,0.1529546718171467,0.9475057721138
0.11450031129189545,0.9541763067245483,0.15227212828179937,0.9492459297180176
0.11380854904815865,0.9524362087249756,0.14250201127749032,0.9505510330200195
0.11181321801950511,0.9530162215232849,0.1427253382863896,0.9495359659194946
0.11025386039608454,0.9541763067245483,0.1473293838127929,0.9462006688117981
0.11483520152708494,0.9541763067245483,0.14535488889243653,0.9496809840202332
0.11142135304755374,0.9541763067245483,0.13847632979295646,0.9524362087249756
0.11124035228354956,0.953596293926239,0.1451984724351864,0.9470707774162292
0.1108866201934087,0.9541763067245483,0.14129544806444105,0.9485208988189697
0.11035356207765863,0.95649653673172,0.14303632430611243,0.9470707774162292
0.10954725120449979,0.9495359659194946,0.13206804501165023,0.9541763067245483
0.11485623635930764,0.9553364515304565,0.14253695353891555,0.9511311054229736
0.10941009678966485,0.9570765495300293,0.1355336856857599,0.9530162215232849
0.11281825720468695,0.9553364515304565,0.1362866311681969,0.9495359659194946
0.10859839538687066,0.9506960511207581,0.13239894242710898,0.9537413120269775
0.11142760992326758,0.9530162215232849,0.13795594689965662,0.9518561363220215
0.10809025746227832,0.953596293926239,0.13380040520296504,0.951711118221283
0.10800636495763907,0.9506960511207581,0.13210280668725133,0.9567865133285522
0.10863488991237019,0.9553364515304565,0.13104200604957314,0.9562065005302429
0.10792801067613393,0.9541763067245483,0.13677963925624945,0.9530162215232849
0.1107777146808371,0.9495359659194946,0.12523899607472727,0.958091676235199
0.11043599915200208,0.9524362087249756,0.13674785826234212,0.9544663429260254
0.11223085925605347,0.9489558935165405,0.13065507553362238,0.9559164643287659
0.11257969264563372,0.953596293926239,0.13048239942454234,0.9521461725234985
0.10823602746446075,0.9524362087249756,0.13072499835630338,0.9538863301277161
0.10860012838370631,0.9501160383224487,0.13161691301340225,0.9562065005302429
0.10885332383457441,0.9541763067245483,0.13060069558039963,0.9567865133285522
0.10844018266227295,0.9506960511207581,0.13310547890530558,0.9550464153289795
0.1103574409519091,0.95649653673172,0.13254578044452206,0.9543213248252869
0.11091589548013533,0.9512761235237122,0.12811353280621726,0.9583816528320312
0.11471024973927338,0.953596293926239,0.1269864024650608,0.9544663429260254
0.11080745296669463,0.9524362087249756,0.1276382579556785,0.9560614824295044
0.10898461378462561,0.953596293926239,0.1345829151380643,0.9556264281272888
0.11380098524164158,0.9466357231140137,0.13118079102872557,0.9567865133285522
