val_loss,val_accuracy,loss,accuracy
0.2757921804298537,0.8981069326400757,0.40872095917750684,0.8129185438156128
0.1881943917885124,0.9370824098587036,0.26194259943440557,0.8927176594734192
0.15677744300334914,0.9493318200111389,0.20395614584309182,0.9206194281578064
0.1463033318527889,0.948775053024292,0.18734143219522334,0.9271763563156128
0.14791149373491916,0.9459910988807678,0.17429442329531802,0.931640625
0.13412711698404267,0.9621380567550659,0.1760080339320536,0.9287109375
0.13415532474943284,0.9576837420463562,0.16057992324515777,0.9370814561843872
0.13384953975461772,0.9560133814811707,0.16121522857325285,0.9402901530265808
0.13023302091787547,0.9543429613113403,0.15947936819117917,0.9398716688156128
0.12923137487880967,0.9587973356246948,0.16021029500656628,0.9368024468421936
0.12510777179842486,0.9621380567550659,0.1495329694631177,0.9421038031578064
0.126803335524216,0.9576837420463562,0.1539683589113078,0.9418247938156128
0.1299687629329136,0.955456554889679,0.14757714806078834,0.9471260905265808
0.12657160105138088,0.955456554889679,0.14682067242600688,0.9448939561843872
0.13016497401752922,0.955456554889679,0.14023594386110613,0.9490792155265808
0.12913663194666228,0.9521158337593079,0.1527351110915853,0.9465680718421936
0.12605853093153319,0.955456554889679,0.14634769201386785,0.9443359375
0.120578310378767,0.9593541026115417,0.13642038418038283,0.9485211968421936
0.12191409639960242,0.9576837420463562,0.14306013409805018,0.9462890625
0.12426627330058866,0.9576837420463562,0.14708167232207156,0.9468470811843872
0.12037217952746625,0.9610245227813721,0.1414846492552897,0.9499163031578064
0.12122896117913248,0.9610245227813721,0.13736853859986045,0.9497767686843872
0.11948342850838346,0.961581289768219,0.13753017454291694,0.9503348469734192
0.1207389339985106,0.9587973356246948,0.13359713516131574,0.9485211968421936
0.11893806707545418,0.961581289768219,0.1339739788963925,0.9513114094734192
0.12388868694077505,0.9521158337593079,0.1323025366540865,0.9501953125
0.12194889400855437,0.9576837420463562,0.1279280246859084,0.9532645344734192
0.11855459490527538,0.9610245227813721,0.1308573185690745,0.955078125
0.12220608726774398,0.954899787902832,0.1376843267415617,0.9474051594734192
0.11657254359599842,0.9626948833465576,0.13161334606619285,0.9515904188156128
0.11747981744967732,0.9599109292030334,0.1287404994530204,0.9506138563156128
0.11722852859619116,0.961581289768219,0.13108159391517152,0.9517298936843872
0.11896196914730979,0.9587973356246948,0.13570434323836317,0.9525669813156128
0.11829064014100185,0.9582405090332031,0.12754622035884364,0.9577288031578064
0.11461493028960458,0.9632516503334045,0.1297885376718893,0.9536830186843872
0.11864292587802842,0.9571269750595093,0.13200387200881128,0.9503348469734192
0.11963767797493258,0.9621380567550659,0.12913315216636484,0.9534040093421936
0.11815621030676637,0.9643652439117432,0.12541813714155328,0.9525669813156128
0.11718197038525795,0.9632516503334045,0.1280987884175764,0.953125
0.11469955383001397,0.9626948833465576,0.12383849306622453,0.9543805718421936
0.12333675494878024,0.9587973356246948,0.12935001667730311,0.9529854655265808
0.11398379092534096,0.9643652439117432,0.13196709920261387,0.9529854655265808
0.11479683371493074,0.9638084769248962,0.12790483924722398,0.9539620280265808
0.11362142547008837,0.9643652439117432,0.1236841677247347,0.9535435438156128
0.11399830083460247,0.9632516503334045,0.12287185857712757,0.9554966688156128
0.11525132787001126,0.9610245227813721,0.1257826874363153,0.9539620280265808
0.11479200074814243,0.9643652439117432,0.12290525106280777,0.9567522406578064
0.11649115891911438,0.9610245227813721,0.1292188915249426,0.9556361436843872
0.12485651059163307,0.9543429613113403,0.12787908181988833,0.9547991156578064
0.11274041076925041,0.9654788374900818,0.12746889252490032,0.9532645344734192
