loss,accuracy,val_loss,val_accuracy
0.35223728204253074,0.8655069470405579,0.2819525943377303,0.8763644099235535
0.2692182945280239,0.8859811425209045,0.22874549108249637,0.9003537893295288
0.24848745981680936,0.892241358757019,0.2137779050032469,0.9078887701034546
0.23500983100170378,0.8978857398033142,0.20551036380079,0.912348210811615
0.23208010288747563,0.8988609910011292,0.2011213769376342,0.9149622321128845
0.2250527186618968,0.9033756256103516,0.19986237044996544,0.9158849716186523
0.22133179254101953,0.9034788012504578,0.19423957549203968,0.9169611930847168
0.22263065310216498,0.9022471904754639,0.1941595308811467,0.9169612526893616
0.21927745828683348,0.9034786820411682,0.19098191237552303,0.9191141724586487
0.21547726229175754,0.9079435467720032,0.1906386523059418,0.9168075323104858
0.21455585228643198,0.9051720499992371,0.18951094808183266,0.9180378913879395
0.2134161550102049,0.9079427719116211,0.18759212128826055,0.920036792755127
0.2088602165124197,0.9101499319076538,0.18712968654345133,0.9211134910583496
0.20934745703620472,0.9114843010902405,0.18587478276731123,0.9206518530845642
0.2092982032389819,0.910662829875946,0.18575548740711356,0.9229583144187927
0.21031271611693605,0.9082515239715576,0.18647194014555415,0.9220360517501831
0.2103031430414867,0.9075837135314941,0.1853269289525384,0.921882152557373
0.20991163450325356,0.9074298143386841,0.18419950404901167,0.9238812923431396
0.20682770638972864,0.9110735058784485,0.1838525603610553,0.9217284917831421
0.20535211638686643,0.9087129831314087,0.18254696414981386,0.9220359921455383
0.2064039189925139,0.9124588370323181,0.18098113771660335,0.9252651333808899
0.2053976510919031,0.9124075174331665,0.18269523214729277,0.9228047132492065
0.2057873821100113,0.9123049378395081,0.18301552197263365,0.922035813331604
0.20452762853311396,0.9100981950759888,0.18162434305133554,0.9260340332984924
0.20629391658665805,0.9114841222763062,0.18404430471785743,0.9208056926727295
0.20473821956835603,0.9113296270370483,0.18223463876255105,0.9237273335456848
0.20358622742110286,0.9113296866416931,0.18075347283556337,0.9229584336280823
0.20181762113439283,0.9130232334136963,0.1831611005751771,0.9234198927879333
0.2060025785460897,0.9120998382568359,0.18039554322240683,0.9240348935127258
0.20004488618766098,0.9136900901794434,0.17919241647417503,0.9224973917007446
0.20021286539348035,0.9130234122276306,0.1796640868592442,0.9232661128044128
0.20583816668040109,0.9097390174865723,0.180475976771251,0.9231120347976685
0.19912873715933027,0.9140498042106628,0.18094800048546847,0.9249574542045593
0.19976146132738767,0.9128180146217346,0.1794391877877058,0.9237273931503296
0.19828334472131456,0.9155895113945007,0.17984814699679066,0.9228050708770752
0.19750427591732178,0.9146144390106201,0.17922145314314136,0.9244962930679321
0.19874854142852555,0.9150247573852539,0.1789025581883922,0.9249576926231384
0.19742527961645318,0.9149734377861023,0.17924216197176052,0.9252651929855347
0.19665682960258818,0.9144600033760071,0.1818878400441263,0.9217284321784973
0.19637023061299805,0.916359007358551,0.17983005804574143,0.9232663512229919
0.2014563315301791,0.9144088625907898,0.17828224485477412,0.9269567131996155
0.1945267641039073,0.9165124297142029,0.17855918680120209,0.9234200716018677
0.1937546163754559,0.9193344712257385,0.18092918931732135,0.9232662320137024
0.19844056809342456,0.9147676229476929,0.17725299396607283,0.9257264733314514
0.1953558917746119,0.9161021709442139,0.1842074205274859,0.9218818545341492
0.1952298309696817,0.9153838157653809,0.18029735813998046,0.9212672710418701
0.19390763943993497,0.9165126085281372,0.17744858878934344,0.9266492128372192
0.1953610124751583,0.915435254573822,0.17900603258956235,0.9238814115524292
0.19264068570116472,0.9187700152397156,0.17948607351346216,0.9231122732162476
0.19709353828695655,0.9143573045730591,0.18012404557321504,0.9251112341880798
